iteration,t_loss,v_loss
        8000,  0.90051103,  0.69028902
        8100,  0.89849263,  0.16755287
        8200,  0.85788727,  0.18055595
        8300,  0.84788179,  0.20218284
        8400,  0.76186687,    0.449155
        8500,   1.0266871, 0.063307218
        8600,   0.8678233, 0.098119102
        8700,   1.9242287, 0.015483014
        8800,  0.94999272,  0.12320111
        8900,  0.79311997,  0.17818712
        9000,  0.80754733,  0.15167594
        9100,  0.83080649,    0.236986
        9200,  0.88096786,  0.98037004
        9300,   0.9455145,    0.114113
        9400,  0.82311839,  0.21116196
        9500,   1.0601612, 0.045022819
        9600,   1.0089368, 0.075048305
        9700,   1.0850147,  0.99177235
        9800,  0.84467167,  0.15978734
        9900,  0.75418681,   0.2526677
       10000,  0.92117018,  0.13655804
       10100,  0.87748963,  0.66471767
       10200,  0.80728221,  0.42174581
       10300,  0.72759992,  0.24783868
       10400,   1.1503335, 0.055284288
       10500,  0.79892236,  0.18430024
       10600,  0.72045785,   0.4110162
       10700,  0.80148429,  0.43194023
       10800,   1.0230874,  0.13470326
       10900,  0.78731537,  0.34660402
       11000,  0.75071305,  0.21848917
       11100,  0.94381112, 0.098907225
       11200,  0.69504595,  0.37853575
       11300,  0.81084377,  0.11961341
       11400,   0.6657564,   0.1236328
       11500,    0.775774,  0.34475264
       11600,  0.73969507,  0.25342083
       11700,  0.85802144,  0.15552038
       11800,  0.80814528,   0.5762195
       11900,  0.72331005,  0.29028448
       12000,  0.75422025,  0.17518656
       12100,  0.97946334, 0.091799818
       12200,   0.7431469,  0.34821996
       12300,     1.52073, 0.033049461
       12400,   1.3513495,  0.04476722
       12500,  0.88196391,  0.17495054
       12600,  0.80776429,  0.53667098
       12700,   1.1696368, 0.060956314
       12800,  0.92179602,  0.11878588
       12900,   1.1166139, 0.054714445
       13000,  0.95632648,  0.11053503
       13100,  0.81642818,  0.15305722
       13200,  0.75048226,  0.24591132
       13300,  0.80110884,  0.27655447
       13400,   0.9458279,  0.14212252
       13500,   0.8134101,   0.3560898
       13600,  0.96340281,  0.13134627
       13700,   1.8215796, 0.013824535
       13800,  0.98463494, 0.092918396
       13900,   1.0937257, 0.062234491
       14000,  0.80599159,  0.27753246
       14100,  0.84082556,  0.19834161
       14200,   1.1167196, 0.061060805
       14300,   1.5942847,  0.02807189
       14400,  0.85275578,  0.56370169
       14500,  0.79503053,  0.57098705
       14600,  0.86259794,  0.16851932
       14700,  0.74222547,  0.31352508
       14800,  0.83251232,  0.14206986
       14900,  0.74508017,  0.34652033
       15000,  0.97623855,   0.1016207
       15100,  0.87638444,  0.17612529
       15200,  0.79929352,  0.40399161
       15300,  0.86606282,  0.15583915
       15400,   1.1678936, 0.055133641
       15500,  0.88495952,  0.11556896
       15600,  0.73668671,  0.33194274
       15700,  0.79637784,  0.16582175
       15800,  0.80258626,   0.3006646
       15900,   1.1743774, 0.043745175
       16000,  0.78314477,  0.31596208
       16100,  0.84739548,  0.12450238
       16200,  0.68235558,  0.19245136
       16300,  0.74531126,  0.18099415
       16400,   0.9275015, 0.081491232
       16500,  0.79813856,  0.23518924
       16600,  0.80678171,   0.2670362
       16700,  0.87118679,  0.15354483
       16800,  0.72780317,  0.38608527
       16900,  0.84169984,  0.59593219
       17000,  0.95476454,  0.11800166
       17100,  0.89199877,  0.15445495
       17200,   0.8201623,  0.15571181
       17300,  0.71713656,  0.17149325
       17400,  0.76845646,  0.56067896
       17500,   1.2611914, 0.041086704
       17600,  0.76484185, 0.086761616
       17700,  0.75672722,  0.16464008
       17800,  0.73341751,  0.20315461
       17900,  0.76382321,  0.31459329
       18000,  0.80277586,  0.17001289
       18100,   0.8660686,  0.11857042
       18200,  0.80858445,  0.12937713
       18300,  0.83743173,  0.14447086
       18400,  0.91515303,  0.12241276
       18500,    1.043916, 0.068483375
       18600,  0.81568402,  0.19354562
       18700,  0.87888128,  0.13114034
       18800,  0.90241927,  0.11155822
       18900,  0.98559999,   0.5450651
       19000,   1.1230702, 0.067167968
       19100,   1.2473737,  0.04810572
       19200,   1.1296414, 0.067414604
       19300,   1.0867301,  0.07127285
       19400,  0.89297658,  0.13580959
       19500,  0.75351095,  0.31419632
       19600,  0.65531474,  0.15541686
       19700,  0.89835644, 0.097577661
       19800,  0.62485015,  0.14725755
       19900,  0.73315734,  0.39544937
       20000,  0.99464852, 0.070548117
       20100,  0.79155713,  0.23583688
       20200,   1.1753156, 0.054986347
       20300,    0.833978,  0.12453737
       20400,  0.73164195,  0.30579698
       20500,  0.85735971,  0.14879674
       20600,  0.89909196, 0.099346988
       20700,  0.78793436,  0.21020152
       20800,  0.73798519,  0.28581452
       20900,   0.7994799,  0.22548307
       21000,  0.75229341,  0.27267113
       21100,  0.83326387,  0.37586662
       21200,  0.82474118,  0.17953341
       21300,  0.91304129,  0.11472768
       21400,   0.9322331, 0.089914829
       21500,  0.91559762, 0.088667303
       21600,  0.82881159,  0.13017111
       21700,  0.81382734,  0.20286407
       21800,  0.74351341,  0.24514778
       21900,  0.90152568,  0.10621472
       22000,  0.76590425,  0.14505863
       22100,  0.84675097,  0.12834269
       22200,  0.85038686,  0.15771215
       22300,  0.84840852,  0.13452746
       22400,  0.72907615,  0.31167617
       22500,  0.69647187,  0.26588097
       22600,  0.82622385,  0.10929628
       22700,  0.74128366,   0.3111296
       22800,  0.91759896,  0.09479443
       22900,  0.78303885,  0.22215216
       23000,  0.74671799,  0.21024199
       23100,  0.87762779,  0.13568926
       23200,  0.74295408,  0.18500213
       23300,  0.75150663,  0.11859292
       23400,  0.78816217,  0.15853801
       23500,  0.83164996,  0.16235428
       23600,   1.0058461,   0.0540816
       23700,   1.0292493, 0.047726858
       23800,  0.78973609,  0.21697931
       23900,  0.80496889,  0.13483249
       24000,  0.85298347,  0.11750016
       24100,  0.70087999,  0.17456929
       24200,  0.75484067,  0.12283518
       24300,  0.79093695,  0.30097082
       24400,  0.98121816, 0.073357143
       24500,  0.79099208,   0.1511665
       24600,  0.76811534,  0.25556663
       24700,   0.8593778,  0.12194324
       24800,  0.86516935, 0.080565132
       24900,  0.83824855,   0.1139884
       25000,  0.73999685,   0.2467614
       25100,  0.85439855,  0.47612593
       25200,  0.83120584,  0.36994466
       25300,  0.82885796,  0.13631262
       25400,  0.64881587,   0.1903473
       25500,  0.72642821,  0.31452498
       25600,   0.7618804,  0.16721024
       25700,  0.82807493,  0.47199509
       25800,   0.7485137,  0.30479994
       25900,  0.79150301,   0.1746925
       26000,  0.74331051,  0.24996747
       26100,  0.82841468,  0.28658614
       26200,  0.77445894,  0.26475984
       26300,  0.76448274,  0.29874048
       26400,   0.7288062,  0.15322174
       26500,  0.67481607,  0.21275198
       26600,  0.83009046, 0.093418561
       26700,  0.68690401,  0.29226279
       26800,  0.93702334, 0.050602466
       26900,  0.69919187,  0.21085203
       27000,  0.91707522,  0.10974464
       27100,  0.72893864,  0.27588055
       27200,  0.67775208,  0.31390128
       27300,  0.73102158,   0.1744175
       27400,   1.0425166, 0.056982089
       27500,    1.119791, 0.044880535
       27600,  0.77667266,  0.23768662
       27700,  0.80844098, 0.094926797
       27800,  0.64881331,  0.18264854
       27900,  0.74442524,  0.19379258
       28000,   0.8980372, 0.064258806
       28100,  0.69204456,  0.31983301
       28200,  0.68700999,  0.26074433
       28300,  0.75570816,  0.40280327
       28400,  0.67823046,  0.18932247
       28500,  0.71680546,  0.15702289
       28600,  0.87122583, 0.075556189
       28700,  0.85264158,  0.10553441
       28800,  0.70308739,  0.10996065
       28900,   0.7196328,  0.20797791
       29000,  0.70877844,  0.13753723
       29100,  0.71376723,  0.10080066
       29200,  0.65067714,  0.17362285
       29300,  0.70961314, 0.096380711
       29400,  0.70864797,   0.0861995
       29500,  0.84663934, 0.074284643
       29600,   0.7702406,  0.11548644
       29700,   0.5825811,  0.19941668
       29800,   0.8793869, 0.084596187
       29900,  0.71515983,  0.10816341
       30000,  0.82764262, 0.070689268
       30100,  0.68474507,  0.20363216
       30200,  0.66700321,  0.12038657
       30300,  0.68265682,  0.13740675
       30400,  0.67761016,  0.20775187
       30500,   0.7964263, 0.066435412
       30600,  0.72629112,  0.14437774
       30700,  0.71295685,  0.21711145
       30800,  0.75428891,  0.16438395
       30900,  0.78047538, 0.059497248
       31000,  0.73576027,   0.1200364
       31100,   0.6541124,  0.16632301
       31200,  0.78620642, 0.057928782
       31300,  0.70961136,  0.26844922
       31400,  0.80668402,  0.11386523
       31500,   0.7180469,  0.18090566
       31600,  0.64020473,  0.28178129
       31700,  0.63479179,  0.23258895
       31800,  0.68304759,  0.13707478
       31900,  0.69298476,  0.39828753
       32000,  0.79492003,  0.13008925
       32100,  0.64605826,  0.31579021
       32200,   0.6361047,  0.15834911
       32300,  0.61342871,  0.14945282
       32400,   0.8148188, 0.056739431
       32500,  0.90816766, 0.032111231
       32600,  0.62500781,  0.18275596
       32700,  0.52317804, 0.095039181
       32800,  0.83626598, 0.052459802
       32900,  0.63591862,  0.13210882
       33000,  0.68961614,   0.1089021
       33100,  0.55589849,  0.21729964
       33200,  0.98870844, 0.045254264
       33300,  0.76504278,  0.07900437
       33400,  0.66241324,  0.17022042
       33500,  0.77299768,  0.52338094
       33600,  0.79187042,  0.10816837
       33700,  0.82784659, 0.063156843
       33800,  0.66910964,  0.18231522
       33900,  0.70732909,  0.13659899
       34000,  0.69465977,   0.1393754
       34100,   1.0037752, 0.034623135
       34200,  0.58087879,  0.24078311
       34300,  0.64928746,  0.12706085
       34400,  0.62417454,  0.26213285
       34500,  0.65329045,  0.11669278
       34600,   0.6691187,  0.18437749
       34700,  0.69540358,  0.14095595
       34800,  0.69544739,  0.21899509
       34900,  0.70695895,  0.15175347
       35000,  0.83411151, 0.081843309
       35100,  0.74328357,  0.11794343
       35200,  0.75199181,  0.10323774
       35300,  0.77645999,  0.16997911
       35400,  0.75587726,  0.16995473
       35500,  0.74811119,  0.37972188
       35600,   0.8211956,  0.10152957
       35700,  0.73350257,  0.15055253
       35800,  0.84047675, 0.067242093
       35900,  0.75493616,   0.2758629
       36000,  0.87044716, 0.094125517
       36100,  0.90593839, 0.064219818
       36200,  0.74622083,  0.27943078
       36300,  0.82655025,  0.12408475
       36400,   1.1770835, 0.039868798
       36500,   0.7873804,  0.13522916
       36600,  0.72989947,  0.14615048
       36700,  0.87177944, 0.067462787
       36800,  0.89350945, 0.047605708
       36900,  0.74415714,    0.110906
       37000,  0.72933143,  0.13594556
       37100,  0.75167203, 0.088831879
       37200,  0.66436899,  0.14437525
       37300,  0.77651978,  0.57037234
       37400,   0.5945456,   0.3246375
       37500,  0.92706615, 0.061818052
       37600,  0.65006489,   0.1887476
       37700,  0.67349863,  0.20372178
       37800,  0.79860473, 0.075769104
       37900,  0.74168777,  0.11063761
       38000,    0.906497, 0.064286202
       38100,  0.69329053,  0.12981969
       38200,  0.70048767,  0.11868181
       38300,  0.70370531,  0.14684476
       38400,  0.67290336,  0.14021479
       38500,  0.67935854,  0.13094436
       38600,  0.66595715,     0.16164
       38700,  0.66147792,  0.23047344
       38800,  0.67441696,  0.14666142
       38900,  0.72723216,  0.05060545
       39000,  0.67021161,  0.23426199
       39100,  0.67122501,  0.10297666
       39200,   1.3486654,  0.01109136
       39300,  0.82385427, 0.098591708
       39400,  0.75905544, 0.092657782
       39500,  0.69235474,   0.1479708
       39600,   0.7996127, 0.062353428
       39700,  0.69968754,  0.14857279
       39800,  0.67735201,  0.12305415
       39900,  0.85166001, 0.085356921
       40000,  0.76357383,  0.13569461
       40100,  0.76277941,  0.17508714
       40200,   0.7623508, 0.096145295
       40300,   0.8057366, 0.056832392
       40400,  0.80400866, 0.086834103
       40500,  0.71644479,  0.10301509
       40600,   0.7357409,  0.15912032
       40700,  0.75699455, 0.076597475
       40800,   1.0067476, 0.048995674
       40900,  0.79847789,  0.42483959
       41000,  0.75737709,  0.37652349
       41100,  0.74993473, 0.088508271
       41200,  0.82434648, 0.090392582
       41300,   0.7179268,  0.15928788
       41400,  0.71586949,  0.17174964
       41500,  0.59551162,  0.24571097
       41600,   0.6701979,  0.21583909
       41700,  0.91867572, 0.060629334
       41800,  0.67342472,  0.13021781
       41900,  0.77718025,  0.44235709
       42000,  0.78759432,  0.37536669
       42100,  0.88199443, 0.059871051
       42200,  0.72821838,  0.19564001
       42300,  0.67162871,  0.24811564
       42400,  0.70215422,  0.11607629
       42500,  0.69430155,  0.36830711
       42600,   0.6255101,  0.15839858
       42700,  0.69100493,  0.20651966
       42800,  0.69834489,  0.17330177
       42900,  0.68579549,  0.12009901
       43000,  0.61943239,  0.25890914
       43100,  0.70765811,  0.43047264
       43200,  0.65988815,  0.23790897
       43300,  0.66430944,  0.26401979
       43400,   0.6574232,  0.12244742
       43500,  0.55217487,  0.32023212
       43600,  0.54573768,  0.23080617
       43700,  0.60153943,  0.13161534
       43800,  0.69262975,   0.1121374
       43900,   0.7818101, 0.084964506
       44000,  0.69743663,  0.37548462
       44100,   0.6645965,  0.18438268
       44200,  0.70545936,  0.35520211
       44300,  0.69486731,  0.16886377
       44400,  0.67990845,  0.11047703
       44500,  0.60046941,  0.19489466
       44600,  0.63876146,  0.40375546
       44700,  0.67289799, 0.094952047
       44800,  0.66865444,  0.27407894
       44900,  0.72921544,  0.10864055
       45000,  0.61705339, 0.099901132
       45100,  0.66082972,  0.36655584
       45200,  0.63011837,  0.20479853
       45300,  0.61060119,  0.26505554
       45400,  0.60235518,   0.1136176
       45500,  0.56892824,  0.11459422
       45600,  0.52223647,  0.20422883
       45700,  0.58804518,  0.13851012
       45800,  0.54497719,  0.19739103
       45900,  0.60590881, 0.088165395
       46000,  0.60936332,  0.08500547
       46100,  0.57150847,  0.14779757
       46200,  0.67575902, 0.071507223
       46300,  0.58582515, 0.089369953
       46400,  0.62682968,  0.26332965
       46500,  0.69016981,  0.12740405
       46600,  0.61534351,  0.20291245
       46700,  0.60149509,  0.15410466
       46800,  0.53987616,  0.20131981
       46900,  0.63210517,  0.14074926
       47000,  0.66850668,  0.16794269
       47100,  0.64967799,  0.29473597
       47200,  0.59257513,  0.20919091
       47300,  0.74192733,  0.63428396
       47400,  0.76156729,  0.12044577
       47500,  0.89178795, 0.056928396
       47600,  0.75457048, 0.083106846
       47700,  0.63458019,  0.21899045
       47800,  0.64441425,  0.22773182
       47900,  0.65732986,  0.29618365
       48000,   0.7998578, 0.071332335
       48100,  0.66542536,  0.35123706
       48200,  0.73865789, 0.079238087
       48300,  0.70207101,  0.11026371
       48400,  0.70555687,  0.11105122
       48500,  0.65884119,  0.14852165
       48600,  0.84572768, 0.068639286
       48700,   0.6876356,  0.18119514
       48800,  0.72491163,  0.22091998
       48900,  0.69499326,   0.2011445
       49000,  0.69829816,  0.15076979
       49100,   0.7627914, 0.068710841
       49200,  0.70473313,  0.31407174
       49300,  0.64709812,  0.14288634
       49400,  0.87345296, 0.055752262
       49500,  0.77154136,  0.35641932
       49600,  0.74471068,  0.11117176
       49700,  0.71728182,  0.19842876
       49800,  0.91776484, 0.056719977
       49900,  0.79428869,   0.1783576
       50000,  0.72212321, 0.085849583
       50100,  0.80506343,  0.24083537
       50200,  0.73435622,  0.20948006
       50300,  0.77788728,  0.18330979
       50400,  0.74570054,  0.16304557
       50500,  0.71755624,  0.18381733
       50600,  0.65344244,  0.24544238
       50700,  0.72159928, 0.092662938
       50800,  0.90626407, 0.054826189
       50900,  0.69520473,  0.27886304
       51000,  0.80431849, 0.079792269
       51100,  0.64548808,  0.10069028
       51200,  0.67481261, 0.074159198
       51300,  0.86413366, 0.035621591
       51400,  0.58103842,  0.25582185
       51500,  0.60303646,  0.13020226
       51600,  0.63496274, 0.084705897
       51700,  0.59926051,  0.12947278
       51800,   0.5685392,  0.24670243
       51900,  0.64727205,  0.37465027
       52000,  0.71836287,   0.1060462
       52100,  0.64861518,  0.14426194
       52200,  0.62800783,  0.19261105
       52300,  0.60323614,  0.25635943
       52400,  0.62896931,  0.33537105
       52500,  0.60592097,  0.24859059
       52600,  0.62143761,  0.13455601
       52700,  0.65335149,  0.15848808
       52800,  0.64363223,  0.14825825
       52900,  0.67309791,  0.16201697
       53000,  0.67051435,  0.38436818
       53100,   0.6802485,  0.12600379
       53200,  0.53004122,  0.21489559
       53300,  0.65759897,  0.12053151
       53400,  0.84987706, 0.053284299
       53500,  0.68412781,   0.1033772
       53600,  0.61609578,  0.19787176
       53700,  0.61003417,  0.20010181
       53800,  0.51217395,  0.12731335
       53900,  0.64242524,  0.12860028
       54000,  0.63130635,  0.16398554
       54100,  0.65636486,  0.34554622
       54200,  0.58556443,  0.31656721
       54300,  0.65554911,  0.13638164
       54400,  0.58542269,  0.11746538
       54500,  0.68294209,  0.17961283
       54600,  0.72637916, 0.087022811
       54700,   0.7355836, 0.067364387
       54800,  0.74971396,  0.41874346
       54900,  0.61617428,  0.14631169
       55000,   1.2780508, 0.033476938
       55100,  0.70524639,  0.20601237
       55200,  0.70384741,  0.26626906
       55300,  0.68395859,  0.16132171
       55400,  0.70070499,  0.19423968
       55500,  0.74399662, 0.094739437
       55600,   0.8329919, 0.046098817
       55700,  0.66878319,  0.16760023
       55800,  0.73486847,  0.09837044
       55900,  0.64650506,  0.18037935
       56000,  0.70467931, 0.070136927
       56100,  0.53678006,  0.20795064
       56200,  0.52995139,  0.13354629
       56300,  0.58036619,  0.15875363
       56400,   0.5935635,  0.11340594
       56500,  0.59041953,  0.13625981
       56600,  0.62608534,  0.10655246
       56700,  0.59906912,  0.12957926
       56800,  0.64686996,  0.13528264
       56900,  0.69272643, 0.049840689
       57000,  0.66862273, 0.080207594
       57100,  0.69467616,  0.11080935
       57200,  0.70046657,  0.10053869
       57300,  0.61510038,  0.11663332
       57400,  0.66473478,  0.12008414
       57500,  0.82189006, 0.038769111
       57600,  0.81944281, 0.048424274
       57700,  0.68152004,  0.09008643
       57800,  0.67298555,  0.26051173
       57900,  0.68640834,  0.12730436
       58000,  0.70124799, 0.078750394
       58100,  0.65744281,  0.13951641
       58200,  0.61825138, 0.033867698
       58300,   1.1229266, 0.015787134
       58400,  0.69235188,  0.24194638
       58500,  0.87292689, 0.039135773
       58600,  0.63054812,   0.1895128
       58700,  0.65243465,  0.10354471
       58800,  0.81947309, 0.045270205
       58900,  0.67787147,  0.26568568
       59000,  0.66525918,  0.22322607
       59100,  0.67017651, 0.072115026
       59200,    0.674124, 0.081487536
       59300,   0.7423138, 0.061003208
       59400,  0.71262592,  0.11055572
       59500,  0.68163991,  0.14617018
       59600,  0.67867261, 0.099921532
       59700,  0.64848787,  0.11089762
       59800,  0.74189281,  0.27281436
       59900,  0.76346928,  0.07100784
       60000,  0.78647524, 0.069051929
       60100,  0.75967294,  0.10295204
       60200,  0.65528047,   0.1775468
       60300,  0.64362687,   0.2206818
       60400,  0.74043608,  0.16285722
       60500,  0.76398283, 0.092535555
       60600,  0.69692057,  0.23488303
       60700,  0.65453517,  0.12921232
       60800,  0.68229443,  0.18128018
       60900,  0.73915321,  0.44132808
       61000,  0.62067348,  0.18883938
       61100,  0.63997662,  0.11506692
       61200,  0.73840386, 0.065812923
       61300,  0.66483802,  0.16225275
       61400,  0.66161585,  0.13069932
       61500,  0.89363652, 0.040347695
       61600,  0.62283915,  0.12871173
       61700,  0.70679355, 0.046553642
       61800,  0.70733172,   0.1522982
       61900,  0.66084361,  0.14884271
       62000,  0.63481945,  0.22558321
       62100,  0.64818859,  0.23806728
       62200,  0.59279293,  0.12901364
       62300,  0.64745629,  0.31133699
       62400,  0.67567873,  0.21388595
       62500,  0.66175181,  0.15797344
       62600,  0.68304777,  0.25802225
       62700,  0.66677475,  0.07112556
       62800,  0.59751648,  0.16423737
       62900,  0.63606507,  0.18515964
       63000,  0.63659924,  0.11326245
       63100,  0.60565871,  0.11242584
       63200,  0.63327503,  0.15917073
       63300,  0.63126189,  0.14791825
       63400,  0.65914226, 0.086818613
       63500,  0.73779112,  0.44787219
       63600,  0.61234659,  0.15658474
       63700,   0.6820671,  0.34938729
       63800,   0.6613335, 0.079186998
       63900,  0.65542638, 0.094966404
       64000,  0.64212114,  0.17096066
       64100,  0.67096812, 0.064375013
       64200,  0.62325341, 0.088772982
       64300,  0.64156002,  0.13933939
       64400,  0.68152314, 0.071339495
       64500,  0.62491512,  0.08796417
       64600,  0.65014827,  0.12428146
       64700,  0.65728152, 0.064888619
       64800,  0.69874948, 0.077851579
       64900,  0.72215438, 0.064485975
       65000,  0.60829836, 0.046440471
       65100,  0.62220722, 0.076682001
       65200,   0.7230584, 0.039117593
       65300,   0.6280337, 0.061979663
       65400,  0.65275884,  0.35201558
       65500,  0.64331001,  0.21567796
       65600,  0.70308858, 0.044651162
       65700,  0.61668587,  0.19996481
       65800,  0.63268489,  0.12754492
       65900,   0.6700713,  0.21149151
       66000,  0.60801077,  0.19045027
       66100,  0.62030762,  0.10745426
       66200,  0.77809811, 0.048560005
       66300,  0.76478308, 0.040575285
       66400,  0.68833035,  0.10837028
       66500,  0.65000463,  0.14094263
       66600,  0.60253453,  0.15209126
       66700,  0.73296481, 0.053042982
       66800,  0.63249218,  0.11605868
       66900,  0.66488355,  0.20632243
       67000,  0.74033594, 0.045232397
       67100,  0.57491022, 0.094513826
       67200,  0.69389576,  0.23416488
       67300,  0.69548577,  0.10974983
       67400,  0.63010639,  0.13299118
       67500,  0.61412162,  0.20190698
       67600,  0.73379785, 0.052650977
       67700,  0.62104297,  0.21344596
       67800,  0.56540984,  0.15299664
       67900,  0.55177593,  0.15819065
       68000,   0.6299302, 0.096387982
       68100,  0.63129181,  0.08126089
       68200,  0.84185123, 0.025559375
       68300,  0.61041802,  0.06824097
       68400,   0.7195549, 0.040073235
       68500,  0.64371794,  0.33078882
       68600,  0.61262822,  0.12122967
       68700,  0.93562943, 0.024361314
       68800,  0.76521802, 0.049177792
       68900,  0.63792568,  0.17010231
       69000,  0.59258777,  0.13004242
       69100,  0.55722576,   0.1106149
       69200,  0.67132473, 0.038777906
       69300,    1.249584, 0.010868829
       69400,  0.58346146,  0.10892922
       69500,  0.55409294,  0.11904939
       69600,  0.63355118, 0.053370435
       69700,  0.60451174, 0.059443593
       69800,  0.57728523,  0.08104831
       69900,  0.58878714,  0.21066682
       70000,  0.56814688,   0.1459866
       70100,  0.56840825,  0.16366073
       70200,  0.68689376, 0.050071966
       70300,  0.59566844, 0.096567772
       70400,  0.60977179,  0.17680395
       70500,  0.57440203,   0.1353336
       70600,  0.58510989,  0.20923293
       70700,  0.59376132,  0.19814532
       70800,  0.61912555,  0.18325241
       70900,  0.60863853,  0.12703586
       71000,  0.59227699,   0.1313176
       71100,  0.58860016,  0.18024082
       71200,  0.61042702,  0.13271935
       71300,  0.60456872,  0.15902098
       71400,  0.60000652,  0.15768667
       71500,  0.59964889,  0.13155791
       71600,  0.62251264, 0.093226403
       71700,  0.59637821,  0.13642146
       71800,  0.59658664,   0.1165987
       71900,  0.71669739,  0.40586436
       72000,  0.63944143, 0.066876434
       72100,  0.55984181,  0.13633674
       72200,  0.58152843, 0.050668836
       72300,  0.59583718,  0.25733793
       72400,  0.62779462, 0.084275484
       72500,  0.60843396,  0.14842503
       72600,  0.63619596,  0.10854349
       72700,  0.66590428, 0.071805999
       72800,  0.63641196, 0.098779581
       72900,  0.79938751, 0.047176372
       73000,  0.61313909,  0.13243426
       73100,  0.61126769,   0.1019362
       73200,  0.60323161, 0.089042552
       73300,   1.0238992, 0.013230872
       73400,  0.67420936, 0.066139407
       73500,  0.68024015, 0.076396018
       73600,  0.61938387, 0.079503663
       73700,  0.69854659,  0.24898426
       73800,   0.6082502,  0.12879799
       73900,  0.64014369,  0.19346656
       74000,  0.62177938,   0.1314497
       74100,  0.71264023,   0.0251597
       74200,  0.60874385,  0.07175111
       74300,  0.65471542,  0.18529008
       74400,  0.65141809, 0.049386013
       74500,  0.59691787, 0.069796637
       74600,  0.59630531, 0.067440502
       74700,  0.81943297, 0.024633707
       74800,  0.66146177,  0.17110354
       74900,  0.62414628, 0.088635653
       75000,  0.71267986, 0.070944734
       75100,  0.61383849,   0.1393875
       75200,  0.61371642, 0.089197643
       75300,   0.6519267,  0.14196275
       75400,  0.58669692, 0.088125266
       75500,  0.56922275, 0.068621956
       75600,    0.693048,  0.30448112
       75700,  0.54729694,  0.11076494
       75800,  0.63855284,  0.13013786
       75900,  0.65309268,  0.25428584
       76000,  0.63610381,   0.1196015
       76100,  0.61290437,  0.15626971
       76200,  0.63712841,  0.36457714
       76300,  0.56351525,  0.19295387
       76400,  0.56923574,   0.2022727
       76500,  0.57232684, 0.089650929
       76600,  0.60875446,  0.14569914
       76700,  0.68976212, 0.044013366
       76800,  0.82996529, 0.034861203
       76900,  0.65405607, 0.088984638
       77000,  0.63274163, 0.061712533
       77100,  0.67362434,  0.28146741
       77200,   0.6273101, 0.082041986
       77300,  0.73478192,  0.31094995
       77400,  0.75055504, 0.039267592
       77500,  0.52602428,  0.17006518
       77600,   0.5885846,  0.15403987
