iteration,t_loss,v_loss
       10900,    0.634139, 0.085324086
       11000,  0.57390505,  0.22119726
       11100,  0.59082633,  0.22172804
       11200,  0.70499849,  0.13857935
       11300,  0.81183267, 0.049206864
       11400,  0.73071766, 0.077488802
       11500,  0.61397159,  0.10877844
       11600,  0.63180166,  0.12107023
       11700,  0.63240796,  0.10759183
       11800,  0.65896076, 0.097534142
       11900,  0.64197063, 0.086155631
       12000,  0.56040257,  0.14410509
       12100,  0.59124494,  0.19870372
       12200,   0.6116783,  0.10294368
       12300,   0.5841198,  0.14431879
       12400,  0.63240248, 0.088868268
       12500,  0.58488709, 0.096336365
       12600,   0.6408537, 0.086926617
       12700,  0.57812732,  0.13409434
       12800,  0.57122397,  0.15524471
       12900,  0.55795497,  0.10581145
       13000,  0.57559377,  0.13382466
       13100,   0.5473069,  0.15230168
       13200,  0.59886712, 0.079347312
       13300,  0.54827625,   0.1585006
       13400,  0.59280986,  0.15553099
       13500,  0.58718032,  0.16067703
       13600,  0.60084534,  0.23691888
       13700,  0.60338002,   0.1951952
       13800,  0.67219752,  0.10345808
       13900,  0.59839642,  0.20371018
       14000,  0.62837905,  0.16574694
       14100,  0.56370455,  0.26065204
       14200,  0.56395519,  0.15510592
       14300,  0.56976497,  0.13297652
       14400,   0.5706014,   0.1430342
       14500,  0.65278924, 0.092917919
       14600,  0.57899565,  0.20774889
       14700,  0.63325459, 0.090187721
       14800,  0.55156016,  0.14264964
       14900,   0.5824427,  0.26109722
       15000,   0.6876142, 0.082394712
       15100,  0.59349841,  0.13149248
       15200,  0.59069604,  0.14776236
       15300,  0.59613544,  0.15554692
       15400,  0.64757341, 0.088095807
       15500,  0.60178053,  0.12111115
       15600,  0.55300117,  0.32614121
       15700,  0.59630758,  0.14568584
       15800,  0.62028861,  0.08969444
       15900,  0.85979229, 0.043779511
       16000,  0.55414921,  0.13717961
       16100,   0.5526455,  0.15138762
       16200,  0.56418914,  0.15501326
       16300,  0.59534413,  0.21906722
       16400,  0.62258101,  0.10112766
       16500,  0.57897747,  0.16807251
       16600,  0.74097914, 0.089395531
       16700,  0.69760329,  0.10721769
       16800,  0.70250469, 0.095981143
       16900,   0.6192233,  0.16060525
       17000,  0.76026493, 0.066375881
       17100,  0.58241993,  0.15453851
       17200,  0.70856524, 0.067806296
       17300,  0.62332302,  0.07853511
       17400,  0.56345862,  0.17652397
       17500,  0.58066469,  0.14311238
       17600,  0.62519187, 0.090141445
       17700,  0.70713925, 0.053815681
       17800,  0.62010223,  0.25143021
       17900,  0.56309015,    0.217242
       18000,  0.61151618, 0.086895883
       18100,  0.58674264,  0.15085597
       18200,  0.58305144,  0.16105938
       18300,  0.62616658, 0.080044992
       18400,  0.74202937, 0.048047405
       18500,  0.56296754,  0.12753293
       18600,  0.58217096,  0.24452521
       18700,  0.61614442,  0.32323492
       18800,  0.63816041,  0.20984364
       18900,   1.0654668, 0.049130592
       19000,  0.66054547,  0.15937279
       19100,  0.69133598,  0.14733756
       19200,  0.63917965,  0.17546898
       19300,   0.6187892,  0.10805351
       19400,   0.7684359, 0.052314073
       19500,   0.6136378,  0.17056538
       19600,  0.60055631,  0.17838748
       19700,  0.59869045,  0.10536373
       19800,  0.65820366,  0.26751819
       19900,  0.87330168, 0.036697388
       20000,  0.76211089, 0.047645774
       20100,  0.78356767, 0.049312785
       20200,  0.58430523,  0.14696051
       20300,  0.57341832,  0.15651369
       20400,  0.60551947,  0.11526319
       20500,  0.65180433, 0.071221471
       20600,  0.69775391, 0.063532352
       20700,  0.62642854, 0.058410812
       20800,  0.57465082, 0.094774641
       20900,  0.67557955, 0.060025383
       21000,   0.5796662,   0.1475552
       21100,  0.68532729, 0.042428408
       21200,  0.66869497,  0.20198153
       21300,  0.68779606,  0.17033321
       21400,  0.58451784,  0.15620141
       21500,  0.58228308,  0.14216579
       21600,  0.57231444,  0.11420444
       21700,  0.55239451,  0.20257516
       21800,  0.54696476,  0.17202301
       21900,  0.68243903, 0.084697329
       22000,  0.59871382,   0.1145654
       22100,   0.5714131,  0.14845575
       22200,  0.52469569,  0.18592222
       22300,  0.57214153, 0.092961371
       22400,  0.53787285,  0.30867016
       22500,  0.54122788,   0.1658857
       22600,  0.58682603,  0.28750536
       22700,  0.55198646,  0.10712896
       22800,  0.80226678,  0.03514364
       22900,  0.48186946,  0.13264243
       23000,  0.52450442,  0.12745811
       23100,  0.57950038,  0.10681965
       23200,  0.61376989, 0.070342571
       23300,  0.58002329, 0.097433276
       23400,  0.51924199,  0.14333789
       23500,  0.57353276,  0.30633608
       23600,   0.5399105,  0.16518624
       23700,  0.56476051,  0.12532359
       23800,  0.57457536, 0.096603133
       23900,  0.56616044,  0.11133847
       24000,  0.54626328,  0.19151984
       24100,  0.54640502,  0.10150061
       24200,  0.53741461,  0.10457238
       24300,  0.62681097, 0.054715697
       24400,  0.72019476, 0.044369731
       24500,  0.76245117, 0.040911853
       24600,  0.61872405, 0.067853943
       24700,  0.56966406,  0.22435729
       24800,  0.57725424,  0.10275663
       24900,  0.52740735,  0.12484261
       25000,  0.56410354,  0.12887886
       25100,  0.57885176, 0.097515978
       25200,  0.58154434,  0.13296342
       25300,  0.57565159,  0.21132915
       25400,  0.54647321,   0.1485299
       25500,  0.55698049, 0.072162926
       25600,   0.5334031,  0.14061581
       25700,  0.58267897, 0.090811037
       25800,  0.58064526, 0.068537965
       25900,  0.56023514,  0.20280878
       26000,  0.71306092, 0.049703542
       26100,  0.57550758,  0.12021599
       26200,  0.65814507, 0.069187485
       26300,  0.65298051, 0.060608726
       26400,  0.57306987, 0.082601607
       26500,  0.58596373, 0.065766208
       26600,  0.57472998, 0.089465134
       26700,   0.6272158, 0.062255174
       26800,  0.56460387,  0.11493296
       26900,  0.54859644,  0.19420256
       27000,  0.53410256,  0.14163418
       27100,  0.58286089,  0.12189943
       27200,  0.62039524,  0.12160385
       27300,  0.64997274,  0.12511843
       27400,  0.71081781,  0.33054516
       27500,  0.63369721,  0.13849156
       27600,  0.65392405,   0.2306904
       27700,  0.59660888,  0.11045816
       27800,  0.63663721,  0.11052404
       27900,  0.65732735, 0.095551483
       28000,  0.61442834,  0.15768801
       28100,  0.64929897,  0.09221378
       28200,  0.58205801,  0.17382295
       28300,   0.5994364,  0.12551533
       28400,  0.57479441,  0.16493438
       28500,  0.58533317,     0.14417
       28600,  0.57648188,  0.12436938
       28700,  0.76151544,  0.04197685
       28800,  0.57735962,   0.2373991
       28900,  0.67524713, 0.081357807
       29000,  0.63008684,  0.10953101
       29100,   0.6006608,   0.2414756
       29200,  0.55745488,  0.13177307
       29300,   0.5895232,  0.10396102
       29400,  0.53358835,  0.20146476
       29500,  0.56597108,  0.21303689
       29600,  0.61180741,  0.12705757
       29700,  0.65484256, 0.095704593
       29800,   0.6367628,  0.23015706
       29900,  0.59391659,  0.15389146
       30000,   0.5962345,  0.15266012
       30100,  0.58194429,  0.12960644
       30200,  0.57687932,  0.16801155
       30300,  0.73082739, 0.055636346
       30400,  0.69431907, 0.057829231
       30500,  0.60455942,  0.21390486
       30600,  0.63759559, 0.068197131
       30700,  0.56695664,  0.13266937
       30800,  0.57761103,  0.16669069
       30900,  0.59190696,   0.1513205
       31000,  0.61333299,  0.21862631
       31100,  0.62297207,  0.12375316
       31200,  0.67219085, 0.098459609
       31300,  0.58795983,  0.15874618
       31400,  0.63205266, 0.073134013
       31500,  0.55245507,  0.15826963
       31600,  0.72522002, 0.042504031
       31700,  0.64936781, 0.094626285
       31800,  0.64347845, 0.084923871
       31900,  0.57287621,  0.12613304
       32000,  0.58792788,  0.07943482
       32100,   0.5657776,  0.11941705
       32200,  0.53977221,  0.14206658
       32300,  0.64457339, 0.055244148
       32400,  0.56645364,  0.25755706
       32500,  0.54162908,  0.11014458
       32600,  0.60083747, 0.062542535
       32700,  0.55309194, 0.076289624
       32800,  0.56425905,  0.12802133
       32900,  0.55594414,  0.14862697
       33000,   0.5278247,  0.15573992
       33100,  0.54304218,  0.14437154
       33200,  0.56208348, 0.094469808
       33300,  0.75946975,  0.03580502
       33400,  0.60849148, 0.080576591
       33500,  0.56173247,    0.120107
       33600,  0.59375256, 0.094055764
       33700,  0.54957098,  0.11657265
       33800,  0.55781406, 0.090119451
       33900,   0.5222078,  0.17263223
       34000,  0.63653511, 0.065978952
       34100,  0.68315142, 0.056971252
       34200,  0.52911252,  0.15064614
       34300,  0.51301807,  0.13713615
       34400,  0.52364326,  0.26334468
       34500,  0.50462824,  0.10383379
       34600,  0.58147287, 0.080548584
       34700,  0.55932957, 0.093078561
       34800,  0.55533952,  0.11203336
       34900,  0.54040295,  0.10825279
       35000,   0.5534026,  0.18800414
       35100,  0.55535525,   0.1122613
       35200,  0.59804285,  0.06681776
       35300,  0.52812082,  0.18647568
       35400,  0.53546989, 0.090287067
       35500,   0.5040009,  0.11717574
       35600,  0.53608936,   0.1324134
       35700,  0.54530746,  0.19998999
       35800,  0.53451151, 0.094250821
       35900,  0.60334098, 0.060490761
       36000,  0.55076218,  0.20466952
       36100,  0.57379484,  0.17572577
       36200,  0.56855184,  0.18212323
       36300,  0.60086709,  0.11024389
       36400,  0.65656394, 0.074241959
       36500,  0.63533288, 0.075953186
       36600,  0.60970598,  0.13477677
       36700,   0.5489077,  0.15952198
       36800,  0.55821294,  0.28338209
       36900,  0.51506394,  0.13797605
       37000,  0.50204885,   0.1157456
       37100,  0.49986461,  0.20912524
       37200,  0.49254167,  0.11414086
       37300,  0.51916105, 0.084896617
       37400,  0.50721288,  0.41475669
       37500,  0.47319075,   0.1561366
       37600,  0.56776637,  0.08256676
       37700,  0.52534503,  0.11819988
       37800,  0.51555836,  0.12752758
       37900,  0.54000103, 0.081894957
       38000,  0.54223335, 0.067327797
       38100,  0.60755628, 0.080658764
       38200,  0.53017449,  0.17825435
       38300,  0.53953218,  0.13424619
       38400,  0.60010982, 0.086197071
       38500,  0.52365476,  0.14982821
       38600,  0.56225735,  0.09974245
       38700,  0.60465628, 0.051473286
       38800,  0.52852678,  0.15067695
       38900,  0.53888232,  0.17029464
       39000,  0.54193729,  0.17572279
       39100,  0.53251034,  0.18461137
       39200,  0.56455898,  0.12067597
       39300,  0.61781627, 0.094679825
       39400,  0.57774776,  0.12671961
       39500,  0.58801651, 0.096138664
       39600,  0.61606252,   0.3286252
       39700,  0.54069436,  0.13594933
       39800,  0.55385584,  0.14235927
       39900,   0.5624212, 0.091793142
       40000,  0.53424442,  0.11870887
       40100,  0.50536555,  0.15867464
       40200,  0.53056479,  0.15291278
       40300,   0.6773963, 0.055930819
       40400,  0.56750518,  0.14524691
       40500,   0.6649279, 0.081043676
       40600,   0.5981825,  0.10681991
       40700,  0.58984125,  0.18237716
       40800,  0.57112378,  0.12675388
       40900,  0.59964651, 0.075544722
       41000,  0.61642224, 0.076707587
       41100,  0.64348519,  0.10787831
       41200,  0.71055204, 0.081172578
       41300,  0.63767785,  0.32533756
       41400,  0.60255826,   0.1051271
       41500,  0.60434741, 0.087817788
       41600,  0.53662604,  0.23924254
       41700,  0.53126174,  0.22109456
       41800,  0.53777564,  0.24210255
       41900,  0.53103858,   0.1740135
       42000,  0.53513676,  0.10706142
       42100,  0.51271051,  0.16500352
       42200,  0.54428244,  0.10984718
       42300,  0.51988471,  0.16995887
       42400,   0.5653609,  0.10052448
       42500,  0.55284816, 0.087230958
       42600,  0.67122012, 0.053513918
       42700,  0.52848905,  0.11718425
       42800,  0.54008615, 0.075706325
       42900,  0.47828034,  0.15970115
       43000,  0.46529022,  0.24815319
       43100,  0.57351536, 0.056065306
       43200,  0.54568249,  0.10132097
       43300,    0.533939,  0.19904511
       43400,  0.50419754,  0.20678373
       43500,  0.58434182, 0.092060111
       43600,  0.52408129,  0.12537102
       43700,  0.54961008,   0.1451574
       43800,  0.59478998, 0.081807017
       43900,  0.56215096,  0.11459143
       44000,  0.56498152,   0.1037937
       44100,  0.60908204, 0.074181981
       44200,  0.55508107,  0.13411139
       44300,  0.53797108,  0.19574326
       44400,  0.59110659,  0.19438225
       44500,  0.56798792,  0.19635808
       44600,  0.58362037, 0.093190253
       44700,  0.56167549,  0.22782946
       44800,  0.55417377,  0.13967559
       44900,  0.60794705, 0.085305654
       45000,  0.54176438,  0.14334482
       45100,  0.56088203,  0.15966792
       45200,  0.59317797,  0.12963493
       45300,  0.61285436, 0.085045911
       45400,  0.58133614,  0.24056058
       45500,  0.57495767,  0.16444492
       45600,  0.58818942, 0.097389631
       45700,  0.61153585, 0.058846395
       45800,  0.57519239,  0.22166592
       45900,  0.56389529,  0.10830858
       46000,  0.55754423,   0.1186197
       46100,  0.65949756, 0.054739613
       46200,  0.67907572, 0.038247686
       46300,  0.57345575,  0.20308782
       46400,  0.58962297,  0.22401483
       46500,  0.54086918,  0.13885278
       46600,  0.58547688, 0.066411547
       46700,  0.61400402, 0.049523294
       46800,  0.58516139, 0.069755532
       46900,  0.61626989, 0.057028335
       47000,  0.52719134,  0.11431821
       47100,  0.52130413,  0.22869802
       47200,  0.52924806,  0.13269284
       47300,  0.54790521,  0.13594027
       47400,  0.51991004,  0.11262431
       47500,  0.54533154, 0.098364025
       47600,  0.51343304,  0.18214862
       47700,  0.53868532,  0.16664456
       47800,  0.56927216,  0.15830363
       47900,  0.69961518, 0.058752168
       48000,  0.57435399,  0.29781461
       48100,  0.56140429,  0.16995633
       48200,  0.54200631,  0.16601412
       48300,  0.54550558,  0.17024358
       48400,  0.55906779,  0.14476173
       48500,  0.62655437,   0.3288317
       48600,  0.56682563, 0.092748255
       48700,  0.55603248,  0.13623589
       48800,  0.55295122,  0.15034322
       48900,  0.53792787,  0.24951994
       49000,  0.54106206,  0.14010893
       49100,  0.60378319,  0.10216284
       49200,  0.50857884,  0.19863649
       49300,  0.54291242,  0.12111446
       49400,  0.50770682,  0.22727732
       49500,  0.50848943,  0.16380268
       49600,  0.49128985,  0.16198236
       49700,  0.52778876,  0.16662261
       49800,  0.52373785,  0.11005405
       49900,  0.59156269, 0.073335327
       50000,  0.51363605,  0.13028134
       50100,  0.56396329,  0.09261743
       50200,  0.65139967,   0.4267849
       50300,  0.59883362, 0.071757317
       50400,  0.61040449, 0.062139601
       50500,   0.5038473,  0.15395771
       50600,  0.55665183, 0.093121894
       50700,   0.6719687, 0.061435435
       50800,  0.52147454,  0.14166452
       50900,  0.50720161,   0.1851542
       51000,  0.52874053,  0.19426739
       51100,   0.5712992,  0.18809439
       51200,   0.5920729,  0.21539313
       51300,   0.5402658,  0.14812846
       51400,  0.54380119,  0.15368944
       51500,  0.52554125,  0.13983735
       51600,  0.54395324, 0.094146602
       51700,  0.52102333,   0.1099693
       51800,  0.53970957,  0.17800975
       51900,  0.56136423,   0.1713957
       52000,  0.52203196,  0.13974099
       52100,    0.493395,   0.1647729
       52200,  0.50569016, 0.092576146
       52300,   0.5220601,  0.10057224
       52400,  0.50359362,  0.12895061
       52500,  0.53115165, 0.052972961
       52600,  0.50918019,  0.15001558
       52700,  0.58058816,    0.280727
       52800,   0.5448519,  0.12926652
       52900,  0.52232158,  0.11424768
       53000,  0.53834057, 0.092516474
       53100,   0.5309971, 0.063688584
       53200,  0.54429275, 0.073478363
       53300,  0.51459217, 0.081134349
       53400,  0.55378985,  0.11325771
       53500,  0.55051959,  0.17106076
       53600,  0.57404947,  0.17629521
       53700,  0.56961894,  0.10654644
       53800,  0.60235155, 0.088977337
       53900,  0.57652897,  0.11513225
       54000,  0.55086666,  0.10112175
       54100,  0.54831147,  0.19028424
       54200,  0.54045558,  0.28616279
       54300,  0.55239886,  0.11147065
       54400,  0.55288905,  0.11941419
       54500,  0.57425338,  0.20386367
       54600,  0.57329571, 0.071884453
       54700,   0.5373534,  0.12687223
       54800,  0.54449916,  0.16310363
       54900,  0.56972009,  0.11153228
       55000,  0.53452498,  0.13468428
       55100,  0.56539768, 0.083764352
       55200,  0.54103351, 0.090413302
       55300,  0.52168298,  0.12853558
       55400,  0.52392334,  0.08278022
       55500,  0.50098437,  0.13510832
       55600,  0.69088441, 0.034183953
       55700,  0.50513524,  0.12542993
       55800,  0.53421038, 0.068481751
       55900,   0.5012998,  0.10676343
       56000,  0.53862458,  0.15339915
       56100,  0.62772816, 0.052457925
       56200,  0.55867839,  0.18700589
       56300,  0.52094865,  0.13141081
       56400,  0.54108912,  0.08739204
       56500,  0.50473058,  0.11248944
       56600,  0.53700966,  0.07391756
       56700,   0.5439164, 0.055296924
       56800,  0.50956202, 0.087835103
       56900,  0.50432473,  0.21015573
       57000,  0.46949163,  0.10553587
       57100,  0.46931282,    0.116343
       57200,  0.49485981,  0.15114973
       57300,   0.4998863, 0.075326808
       57400,  0.50419092,  0.23319145
       57500,  0.56333977,  0.33173642
       57600,  0.52235276,  0.19651805
       57700,  0.51073343,  0.10797032
       57800,  0.51127356,  0.10649244
       57900,  0.49096355,  0.12500101
       58000,  0.45725158,  0.16570663
       58100,  0.45654491,  0.14061002
       58200,  0.46044919,  0.12841034
       58300,  0.59477198,  0.05805191
       58400,  0.62948656,  0.45550928
       58500,  0.47227645,  0.12091297
       58600,  0.49660924,  0.23219919
       58700,  0.53560764,  0.09909451
       58800,  0.46496654, 0.097332336
       58900,  0.49811673, 0.075049467
       59000,  0.50220037,  0.31329536
       59100,  0.50085759,  0.26195446
       59200,  0.45182809,   0.1093962
       59300,  0.46300232,  0.10740101
       59400,   0.4785445,  0.09239123
       59500,  0.51464081,    0.277457
       59600,  0.48246959,   0.1683474
       59700,  0.47768378,  0.14465077
       59800,  0.52321923,  0.24732411
       59900,  0.54336673,  0.22999234
       60000,  0.67434186, 0.053222191
       60100,  0.50595111,  0.15046518
       60200,  0.58404464, 0.065904669
       60300,  0.51367885, 0.096718468
       60400,  0.52827305,  0.25289997
       60500,  0.49011576,   0.1213058
       60600,  0.66164434, 0.055875082
       60700,  0.64515269, 0.049179133
       60800,  0.58158022, 0.079877518
       60900,  0.57568526, 0.088560916
       61000,  0.52618605,  0.13970006
       61100,  0.52756768,  0.12877542
       61200,  0.51451206,  0.11628442
       61300,  0.53306985,  0.15847254
       61400,  0.48422471,   0.1686631
       61500,  0.52187365,  0.14810748
       61600,  0.60677129,  0.36955062
       61700,  0.54231411,  0.10721225
       61800,  0.53970605,  0.14179178
       61900,  0.54994136,  0.11843592
       62000,  0.54388207,   0.1014547
       62100,  0.58101046, 0.069135167
       62200,  0.56381261,  0.24541466
       62300,  0.52080363,  0.14595787
       62400,  0.51151788,  0.19348788
       62500,  0.44645989,  0.32589117
       62600,  0.50835508,  0.15073659
       62700,  0.53805596, 0.084078349
       62800,  0.52237499,  0.14584778
       62900,  0.50720108,  0.11245459
       63000,  0.53439569, 0.087467887
       63100,  0.51666862,  0.19445039
       63200,  0.53966528,  0.11003623
       63300,  0.52935451, 0.064316802
       63400,  0.55115312, 0.073255561
       63500,   0.5247013, 0.092286915
       63600,  0.54864854, 0.086631872
       63700,  0.58416456,  0.18096848
       63800,  0.56120712, 0.090787984
       63900,  0.57806242,  0.25221682
       64000,  0.58924717,   0.1039409
       64100,  0.56403345,  0.15979695
       64200,  0.56973654,  0.16077703
       64300,  0.56036133,  0.15046078
       64400,  0.56086594,  0.19769402
       64500,  0.56277537,     0.11829
       64600,  0.53891253,  0.15839504
       64700,  0.53857177,  0.11662799
       64800,  0.54100555, 0.097849518
       64900,  0.48919335,  0.13570948
       65000,  0.50698227,  0.11306503
       65100,  0.53158766,  0.16254652
       65200,  0.55240065, 0.071188331
       65300,  0.56105393, 0.085601576
       65400,  0.49589428,  0.19386874
       65500,  0.55894178,  0.33614561
       65600,  0.52070779,  0.24924815
       65700,  0.52520782,  0.19363493
       65800,  0.49970368,  0.15827794
       65900,  0.52221096,  0.15545714
       66000,  0.55992454,  0.13366687
       66100,   0.5921976, 0.062353592
       66200,  0.59145349, 0.063778006
       66300,  0.60088801,  0.05212466
       66400,   0.5193541, 0.082698487
       66500,  0.56335503, 0.072674938
       66600,  0.77332306, 0.036752593
       66700,  0.53289658, 0.071427345
       66800,  0.51745683,  0.10015502
       66900,  0.52311808,  0.10081891
       67000,  0.52015215,  0.14435825
       67100,  0.51278454,  0.13898145
       67200,  0.53328514,  0.13605492
       67300,  0.50775439, 0.070099004
       67400,  0.50512946,  0.15242238
       67500,  0.55554914,  0.23178251
       67600,  0.64269334, 0.047459442
       67700,  0.50450581,  0.10719209
       67800,  0.63901645, 0.042895686
       67900,  0.50741464, 0.093323655
       68000,  0.53638232,  0.12935989
       68100,  0.56498015, 0.069357067
       68200,  0.53352857,   0.1422504
       68300,  0.52386886, 0.077939503
       68400,  0.54729539, 0.092378378
       68500,  0.58663392,  0.29428878
       68600,  0.56546968,  0.17056847
       68700,  0.55365521,  0.16805537
       68800,  0.54058313,  0.14685442
       68900,  0.50187033,  0.11027825
       69000,  0.53167599,  0.12106716
       69100,  0.60159749, 0.074056767
       69200,  0.55912769,  0.11349442
       69300,  0.49760738,   0.1092848
       69400,  0.52806836,  0.12001646
       69500,  0.55949926,  0.16143642
       69600,  0.51087421,  0.10444874
       69700,  0.51210278,  0.11233997
       69800,  0.61037266, 0.055140734
       69900,  0.53080112,  0.15523158
       70000,  0.52608329,  0.15214688
       70100,  0.51750702,  0.09202522
       70200,  0.58924764,  0.26905501
       70300,  0.50475425,  0.17162675
       70400,  0.50670314, 0.092949532
       70500,   0.4963204, 0.098062724
       70600,  0.51656842,  0.13211638
       70700,  0.53891641,  0.22015782
       70800,  0.52756959,  0.12445196
       70900,  0.53364831,  0.20364909
       71000,  0.56913763, 0.088115446
       71100,   0.5285275,  0.12209123
       71200,  0.54095966, 0.089075945
       71300,  0.53096312,  0.10801697
       71400,  0.57096058,   0.1852461
       71500,  0.59308565,  0.23230089
       71600,  0.59478003, 0.073705524
       71700,  0.51701528,  0.19296451
       71800,  0.53346473,  0.17113155
       71900,  0.53505349,  0.16499229
       72000,  0.53873646,  0.13620219
       72100,  0.51214427, 0.080307186
       72200,  0.53202075,  0.10867214
       72300,  0.54792434, 0.081299879
       72400,  0.50869006, 0.088566065
       72500,  0.49723491, 0.085385434
       72600,  0.52027196, 0.058837172
       72700,  0.57178837,  0.24250861
       72800,  0.49717033,  0.20399706
       72900,   0.4769429,  0.13549696
       73000,  0.46223116,  0.12521325
       73100,  0.49392554,  0.14879252
       73200,  0.51787788,  0.13856755
       73300,  0.51970917,  0.18668537
       73400,  0.50733298,  0.18883133
       73500,  0.47307739, 0.096628062
       73600,  0.54665071,  0.22968443
       73700,  0.48247966,  0.12299874
       73800,  0.49222723, 0.081925154
       73900,  0.50205368,  0.15613998
       74000,  0.43808904, 0.055813652
       74100,  0.50258017,  0.20495547
       74200,  0.52871758,  0.26240689
       74300,  0.43474197,  0.17888542
       74400,  0.39980099, 0.088968419
       74500,   0.4148767, 0.059734236
       74600,  0.45652056, 0.098345309
       74700,  0.41940299,  0.10135541
       74800,  0.40854427, 0.067432083
       74900,  0.43609822,  0.10960177
       75000,  0.44889769, 0.084845304
       75100,  0.48886204,  0.16411692
       75200,  0.45281169, 0.040553052
       75300,  0.40894863,   0.1190784
       75400,  0.42248249, 0.056735266
       75500,  0.45250866, 0.077063613
       75600,  0.47326192,  0.07163766
       75700,  0.47359917,  0.15383904
       75800,  0.44982699, 0.064477839
       75900,  0.55383581,  0.21825193
       76000,  0.51235896,  0.19256692
       76100,  0.49875987, 0.045740828
       76200,  0.46781099,  0.12829688
       76300,  0.43410119,  0.07335639
       76400,  0.41420701,  0.06530536
       76500,   0.4642446, 0.066115372
       76600,  0.45709839, 0.064624138
       76700,   0.4524262, 0.095892511
       76800,  0.49297726, 0.064232044
       76900,  0.55225998, 0.053448807
       77000,  0.56309551, 0.051096439
       77100,  0.51841605,  0.14335094
       77200,  0.50839442,   0.1804031
       77300,  0.50861245,  0.16160263
       77400,  0.56663805, 0.035063878
       77500,  0.57634008, 0.044211328
       77600,  0.51529998, 0.061950117
